"PE-CF594-A","FITC-A"
2.25653565298947,2.48215928624681
1.59693717171427,2.04823981092226
2.84377770947918,2.29623707109315
1.23771362491208,2.19558170957655
2.56214297647091,2.54300008673443
2.73101705727931,3.02500199184544
3.10497840192707,2.98974740220078
2.24916475530952,1.55991037806465
2.30926652430568,2.11262923470582
3.12345859383271,2.50474205324151
2.79351870312415,2.8428959792623
2.63783384164472,2.82424960599728
2.82164432680079,2.30214390116806
2.34389198474562,1.95353063079973
2.12002814308322,1.81319187029321
2.80241987710318,3.2911827988399
2.16621159884359,2.95911560038636
2.61124607146466,2.58901018285205
3.09379503754458,2.80805952382471
2.40257774359738,2.39021459875173
2.38111546621093,3.26615625964378
3.07072389468038,3.15038895272363
2.63710634274052,2.56879442260491
2.59344339601578,3.06293150003038
2.65120339411376,2.88711442814748
2.46275689768441,2.42273400197346
2.93891769776571,2.78865071880335
2.23797079452954,2.84145810887928
2.8464702343681,2.69239422830151
2.69514311566614,2.37662219363061
2.91987447871115,2.83231986419307
1.98232524356787,2.79433581081306
2.76429157164816,3.2734512260583
3.00332748696486,3.17317422210191
2.67524342203408,2.56979968210267
2.71065881056256,2.71211350563874
2.47437726160666,2.05686769240609
2.72630874967535,2.31334418851075
2.57199145609818,2.4226872156047
2.49931136169291,2.64703291069039
2.06017115687801,2.5894366870874
2.76063303698764,2.83338254900649
3.04480052926554,2.94639051215074
1.50337471797762,1.85926254337719
2.72328427133488,2.44320834403322
2.61886196874992,2.71115953897904
2.81641479698881,2.00333301606304
2.6529357352378,2.74291468457268
2.49168921883863,1.94159241187372
2.09272552439747,2.50012262826562
2.93541989528862,2.84119382225777
3.05876033207204,2.54733373773277
2.48312974255486,2.15170041361761
2.78830778882397,3.22100179491415
2.62675178563685,2.09074634467816
3.00784893964954,2.20756162785478
2.71591267984526,3.07090331399496
2.67061108809699,1.71417311816784
3.22026528730464,3.15682205131598
2.81252428196404,3.22302638217843
2.01693952267551,2.29643859382826
2.41626163561642,2.91011843745692
2.75698653625483,2.87957830820205
2.29270895973172,2.63574679003903
2.55223698917313,2.97607031374479
1.99529434947237,2.10080584091474
2.82895620624674,2.31250354786461
1.53003721436223,1.94934676040796
2.38282590680208,2.57721594771756
2.52338275820829,2.73432187130091
2.75929604419239,2.73837825250537
2.42152687216822,2.99140839473691
2.7919709576,2.56056381918506
2.49254207267985,2.93321918103492
3.13596941172872,3.02024253500936
2.2288363369754,2.87239138794058
2.16436700412829,2.74467044924409
2.57142876356373,1.62884496876661
2.17863034266493,2.65925199470563
2.66413363997656,3.15704287685955
2.21839020095376,2.33210206557833
3.1147951846009,2.53375115896575
2.6753158295985,2.60723072521302
2.46223382308478,2.83304028549905
2.64391831848324,2.92926599352196
2.0613265007647,2.11799750247673
3.22008145331019,2.78112018737102
2.82386767951009,2.8695753928687
2.96821348828235,3.13775352178235
3.09672751779521,2.64045220939483
1.62975639553193,2.8077150784072
2.16450236925208,1.72282912967602
2.28648465734495,2.14650414897561
2.21024550565243,3.00181588865004
1.95179941838082,2.17322438695046
2.51599143524687,2.1603569491013
2.96980639693412,2.84360534505452
2.15960732252276,2.30525990366731
1.89039485131297,2.01424378677456
2.52941002250331,2.96938886804899
2.73534131795538,2.2618109346793
2.51174716683648,3.05408704375593
2.99654928769373,3.13637256436743
2.25904266604043,3.03955792318267
2.52971793672704,2.54022031992697
2.62122756146595,2.764098259966
2.72397921059365,2.53083607268018
2.07789941098056,2.20451568401737
2.48075785434988,2.15109515619274
2.99166234036255,2.86451483007803
2.49909350868389,3.01841771822744
2.8313653261837,2.94731309548433
2.97638595677958,2.73050997371528
2.92704223150962,2.84550903042136
1.79371383519235,1.78383720210983
2.40644405978743,2.15021475679234
2.33484327784684,2.02042261542961
2.1583479367973,1.98882661488475
2.38166264968078,1.91170780555727
2.59858461269585,1.91026956266865
2.76514619480368,2.4743323774681
2.04081986953911,2.16424416337994
2.79996862248916,2.96581477440131
2.28985565603123,2.847297668634
2.58466133914657,2.39988098817704
2.48775262523946,2.22989370249736
2.79661483601866,3.05943597451204
2.6903541586219,2.26809497887172
2.63429979188525,2.80023163177091
2.67377779613685,2.44075583205823
3.03240203742035,2.67437588237813
2.73368844415589,2.40789413558024
2.84671929678654,2.74920289038645
2.80463784074082,2.6809770042059
2.35502094695387,2.12448556164308
2.63006576470921,2.85693403136922
2.68655322262433,2.43735140812406
2.31983195261358,2.87262906507607
2.67107892017695,2.93309979235932
2.6608970447141,2.34894574950049
2.41094427709191,2.52203066998634
1.82459684475188,2.07540410673663
2.66291742657039,2.78544986412424
2.47086992737763,3.15944118685864
2.38038662883489,3.15789892273681
2.60692119461533,3.00699097928735
2.47176948793714,2.2857041876316
2.70651085748593,2.43391035643166
2.87872116631329,3.0915943068307
2.46784434892429,2.59845381212605
0.753884208134145,1.78509423197492
2.24386049232618,2.73818106668255
2.66066722835533,3.26054898833323
2.7839258262338,2.79520685780358
2.55091466043753,2.64359572093021
2.75758837323668,2.72869476894328
2.73322454295816,2.73812528561908
3.01141699424354,3.07508478341764
2.80948746207231,2.20603789563641
2.42338272048238,1.7728485822237
2.5673855461824,2.25703418053918
2.76594910222097,2.91564844057001
0.672148872108283,1.6831629793342
2.70514053036788,2.35869724767414
2.17856173198181,2.51619424798542
2.20945545752526,2.5442138933594
2.93705248774179,2.42667340772331
1.16092306722278,1.74579545220814
2.67762538613577,2.92407044916566
2.00119716910535,1.87221872295404
3.04057505354238,3.17390878899678
2.4056016442407,1.93948510343337
2.14660129173961,2.34575992116496
2.93604577215428,3.21541842197069
2.24713992066034,3.15728477479486
2.52855311425736,2.68810138511904
2.97475681375174,2.88399349702834
1.39622448462734,2.02971053922906
3.0246163987059,2.5339043314299
2.85945346694455,2.84711111452343
2.12839542282115,2.0832122651799
2.5982308583985,2.93317633580421
2.84123204049644,2.92443743520327
2.46110944333451,1.98226783065136
1.94940050149381,3.25421651070898
2.9626735818151,2.96761060803999
3.01820861325236,2.75170618481486
2.70475935359165,2.2085068426211
2.64947910496995,3.06202116460873
1.71302687787047,2.34469492132201
2.81310031563143,3.01636789897419
3.18480930659223,3.05192860386876
2.87137126864357,2.27731546285811
2.49806657500583,3.21088774488927
2.9964665792736,2.55615703856447
2.42901223851168,2.99593503473958
2.18423235565148,2.25670930083988
2.81240517140783,2.76577042955747
2.56530810952175,3.01242792553273
2.92404800440225,2.78685051165366
2.44169400097468,2.80380385386283
2.65298305330323,2.81725027784517
2.9155660024685,3.17499452127768
1.85811466712467,2.1285989251303
2.51207805698848,2.72620092086848
2.30683174285809,2.62073162468598
2.23364995549736,2.11590704064111
2.87384016849081,2.56480624621023
2.71753862566445,3.14289908371586
2.62822449361565,3.07873427679141
1.05443512273809,2.07901001426934
2.99052368636267,3.02145362811786
2.8853679595909,2.94606792060362
1.96683618947413,1.79008941931117
2.69704623592281,2.58025430255462
2.60482696786732,2.67036407006248
2.85549165669089,2.55305416124363
3.07389289740191,1.99453026726322
2.92268542234608,2.80936609071696
2.90714583847102,2.37752901269883
2.60640518291956,2.34657036918134
2.8816084903964,2.79238035803014
3.05354766567548,2.98120255802928
2.71436760632412,2.19305253478359
2.6697410957601,2.19276490310371
2.76264862019675,2.56899368122567
2.57400365108925,2.66919465083601
2.95753469331684,2.98592107090737
2.85178470249264,2.57361250907248
3.00754879353424,3.07155571296439
2.69691711700311,2.96853945517326
3.06477100625461,3.18643206653685
2.86555935930432,2.34686214140851
1.98990277963318,2.15031729787236
2.43239769799974,2.63794531971999
2.82473096464928,2.93908849783964
2.64806935766645,3.21585430431881
1.88819950506575,2.10044285286181
2.24322621948349,2.84806868801444
1.53732725466348,2.25192149055771
1.94200505527896,2.77430394947756
2.46890435732056,2.20527211093541
2.11738170242845,2.02989124898883
1.5683757140395,2.13417044721485
0.206758426252727,1.99738699984455
1.70052729058062,2.04065477702498
1.28230429894532,2.99692443915705
2.23317848889109,2.72839041186437
2.75289624364544,2.50545033807924
2.86052893902334,2.97149554058434
3.02904678046846,2.66037260901922
2.7668204025677,2.69276115379703
2.52998154371777,2.80116552805687
2.95315432224394,2.42774465699806
